pair,stability,frequency
FRA-TXT-16.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-GER-TXT-23.txt,0.4000,0.2000
FRA-TXT-2.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-FRA-TXT-4.txt,0.4000,0.2000
FRA-TXT-12.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-PORT-TXT-5.txt,0.4000,0.2000
FRA-TXT-26.txt-PORT-TXT-21.txt,0.4000,0.2000
FRA-TXT-26.txt-ITA-TXT-9.txt,0.4000,0.2000
ENG-TXT-14.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-ITA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-GER-TXT-1.txt,0.4000,0.2000
FRA-TXT-26.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-30.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-GER-TXT-5.txt,0.4000,0.2000
ENG-TXT-8.txt-FRA-TXT-26.txt,0.4000,0.2000
ENG-TXT-10.txt-FRA-TXT-26.txt,0.4000,0.2000
ENG-TXT-17.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-1.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-GER-TXT-12.txt,0.4000,0.2000
ENG-TXT-15.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-18.txt-FRA-TXT-26.txt,0.4000,0.2000
FRA-TXT-26.txt-ITA-TXT-12.txt,0.4000,0.2000
FRA-TXT-26.txt-PORT-TXT-10.txt,0.4000,0.2000
FRA-TXT-26.txt-FRA-TXT-30.txt,0.4000,0.2000
FRA-TXT-26.txt-GER-TXT-10.txt,0.4000,0.2000
FRA-TXT-26.txt-FRA-TXT-5.txt,0.4000,0.2000
GER-TXT-20.txt-ITA-TXT-30.txt,0.4000,0.2000
FRA-TXT-6.txt-GER-TXT-20.txt,0.4000,0.2000
GER-TXT-19.txt-GER-TXT-20.txt,0.4000,0.2000
GER-TXT-1.txt-GER-TXT-20.txt,0.4000,0.2000
GER-TXT-20.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-30.txt-GER-TXT-20.txt,0.4000,0.2000
FRA-TXT-8.txt-GER-TXT-20.txt,0.4000,0.2000
FRA-TXT-27.txt-GER-TXT-20.txt,0.4000,0.2000
ENG-TXT-18.txt-GER-TXT-20.txt,0.4000,0.2000
GER-TXT-20.txt-ITA-TXT-28.txt,0.4000,0.2000
ENG-TXT-11.txt-ITA-TXT-30.txt,0.4000,0.2000
ENG-TXT-11.txt-FRA-TXT-6.txt,0.4000,0.2000
ENG-TXT-11.txt-PORT-TXT-17.txt,0.4000,0.2000
ENG-TXT-11.txt-PORT-TXT-5.txt,0.4000,0.2000
ENG-TXT-11.txt-ITA-TXT-9.txt,0.4000,0.2000
ENG-TXT-11.txt-ENG-TXT-14.txt,0.4000,0.2000
ENG-TXT-11.txt-PORT-TXT-26.txt,0.4000,0.2000
ENG-TXT-11.txt-GER-TXT-5.txt,0.4000,0.2000
ENG-TXT-11.txt-PORT-TXT-14.txt,0.4000,0.2000
ENG-TXT-11.txt-ENG-TXT-17.txt,0.4000,0.2000
ENG-TXT-11.txt-ENG-TXT-18.txt,0.4000,0.2000
ENG-TXT-11.txt-PORT-TXT-10.txt,0.4000,0.2000
ENG-TXT-11.txt-FRA-TXT-30.txt,0.4000,0.2000
ENG-TXT-11.txt-GER-TXT-10.txt,0.4000,0.2000
GER-TXT-4.txt-ITA-TXT-30.txt,0.4000,0.2000
GER-TXT-4.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-16.txt-GER-TXT-4.txt,0.4000,0.2000
GER-TXT-23.txt-GER-TXT-4.txt,0.4000,0.2000
GER-TXT-4.txt-PORT-TXT-5.txt,0.4000,0.2000
GER-TXT-4.txt-PORT-TXT-2.txt,0.4000,0.2000
GER-TXT-4.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-30.txt-GER-TXT-4.txt,0.4000,0.2000
ENG-TXT-8.txt-GER-TXT-4.txt,0.4000,0.2000
ENG-TXT-10.txt-GER-TXT-4.txt,0.4000,0.2000
ENG-TXT-17.txt-GER-TXT-4.txt,0.4000,0.2000
FRA-TXT-27.txt-GER-TXT-4.txt,0.4000,0.2000
FRA-TXT-18.txt-GER-TXT-4.txt,0.4000,0.2000
GER-TXT-4.txt-ITA-TXT-13.txt,0.4000,0.2000
GER-TXT-4.txt-ITA-TXT-28.txt,0.4000,0.2000
GER-TXT-4.txt-PORT-TXT-10.txt,0.4000,0.2000
FRA-TXT-30.txt-GER-TXT-4.txt,0.4000,0.2000
GER-TXT-10.txt-GER-TXT-4.txt,0.4000,0.2000
FRA-TXT-5.txt-GER-TXT-4.txt,0.4000,0.2000
GER-TXT-23.txt-ITA-TXT-30.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-17.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-3.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-5.txt,0.4000,0.2000
GER-TXT-16.txt-ITA-TXT-30.txt,0.4000,0.2000
GER-TXT-19.txt-ITA-TXT-30.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-21.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-29.txt,0.4000,0.2000
ENG-TXT-14.txt-ITA-TXT-30.txt,0.4000,0.2000
GER-TXT-29.txt-ITA-TXT-30.txt,0.4000,0.2000
FRA-TXT-23.txt-ITA-TXT-30.txt,0.4000,0.2000
FRA-TXT-15.txt-ITA-TXT-30.txt,0.4000,0.2000
ENG-TXT-10.txt-ITA-TXT-30.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-30.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-23.txt,0.4000,0.2000
ENG-TXT-15.txt-ITA-TXT-30.txt,0.4000,0.2000
ITA-TXT-30.txt-ITA-TXT-5.txt,0.4000,0.2000
FRA-TXT-18.txt-ITA-TXT-30.txt,0.4000,0.2000
ENG-TXT-6.txt-ITA-TXT-30.txt,0.4000,0.2000
ITA-TXT-30.txt-PORT-TXT-4.txt,0.4000,0.2000
ITA-TXT-12.txt-ITA-TXT-30.txt,0.4000,0.2000
FRA-TXT-16.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-2.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-4.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-6.txt-GER-TXT-7.txt,0.4000,0.2000
GER-TXT-7.txt-PORT-TXT-3.txt,0.4000,0.2000
GER-TXT-7.txt-PORT-TXT-5.txt,0.4000,0.2000
GER-TXT-7.txt-PORT-TXT-21.txt,0.4000,0.2000
GER-TXT-7.txt-PORT-TXT-2.txt,0.4000,0.2000
GER-TXT-7.txt-ITA-TXT-26.txt,0.4000,0.2000
GER-TXT-5.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-23.txt-GER-TXT-7.txt,0.4000,0.2000
GER-TXT-7.txt-PORT-TXT-12.txt,0.4000,0.2000
FRA-TXT-1.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-8.txt-GER-TXT-7.txt,0.4000,0.2000
ENG-TXT-18.txt-GER-TXT-7.txt,0.4000,0.2000
GER-TXT-12.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-18.txt-GER-TXT-7.txt,0.4000,0.2000
GER-TXT-7.txt-ITA-TXT-13.txt,0.4000,0.2000
GER-TXT-7.txt-ITA-TXT-28.txt,0.4000,0.2000
GER-TXT-7.txt-ITA-TXT-12.txt,0.4000,0.2000
GER-TXT-7.txt-PORT-TXT-10.txt,0.4000,0.2000
GER-TXT-10.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-5.txt-GER-TXT-7.txt,0.4000,0.2000
FRA-TXT-16.txt-GER-TXT-23.txt,0.4000,0.2000
ENG-TXT-27.txt-FRA-TXT-16.txt,0.4000,0.2000
FRA-TXT-16.txt-FRA-TXT-2.txt,0.4000,0.2000
FRA-TXT-16.txt-FRA-TXT-4.txt,0.4000,0.2000
FRA-TXT-16.txt-FRA-TXT-6.txt,0.4000,0.2000
FRA-TXT-16.txt-PORT-TXT-17.txt,0.4000,0.2000
FRA-TXT-16.txt-GER-TXT-19.txt,0.4000,0.2000
FRA-TXT-16.txt-PORT-TXT-29.txt,0.4000,0.2000
ENG-TXT-14.txt-FRA-TXT-16.txt,0.4000,0.2000
FRA-TXT-16.txt-PORT-TXT-2.txt,0.4000,0.2000
FRA-TXT-16.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-8.txt-FRA-TXT-16.txt,0.4000,0.2000
ENG-TXT-10.txt-FRA-TXT-16.txt,0.4000,0.2000
FRA-TXT-16.txt-ITA-TXT-7.txt,0.4000,0.2000
FRA-TXT-16.txt-PORT-TXT-14.txt,0.4000,0.2000
FRA-TXT-1.txt-FRA-TXT-16.txt,0.4000,0.2000
FRA-TXT-16.txt-ITA-TXT-5.txt,0.4000,0.2000
FRA-TXT-16.txt-FRA-TXT-18.txt,0.4000,0.2000
FRA-TXT-16.txt-ITA-TXT-13.txt,0.4000,0.2000
FRA-TXT-16.txt-ITA-TXT-28.txt,0.4000,0.2000
FRA-TXT-16.txt-PORT-TXT-10.txt,0.4000,0.2000
ENG-TXT-27.txt-GER-TXT-23.txt,0.4000,0.2000
FRA-TXT-4.txt-GER-TXT-23.txt,0.4000,0.2000
FRA-TXT-6.txt-GER-TXT-23.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-17.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-3.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-5.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-25.txt,0.4000,0.2000
ENG-TXT-14.txt-GER-TXT-23.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-26.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-30.txt-GER-TXT-23.txt,0.4000,0.2000
FRA-TXT-23.txt-GER-TXT-23.txt,0.4000,0.2000
ENG-TXT-8.txt-GER-TXT-23.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-12.txt,0.4000,0.2000
FRA-TXT-8.txt-GER-TXT-23.txt,0.4000,0.2000
FRA-TXT-27.txt-GER-TXT-23.txt,0.4000,0.2000
ENG-TXT-18.txt-GER-TXT-23.txt,0.4000,0.2000
FRA-TXT-18.txt-GER-TXT-23.txt,0.4000,0.2000
GER-TXT-23.txt-PORT-TXT-4.txt,0.4000,0.2000
GER-TXT-23.txt-ITA-TXT-12.txt,0.4000,0.2000
GER-TXT-10.txt-GER-TXT-23.txt,0.4000,0.2000
ENG-TXT-27.txt-FRA-TXT-4.txt,0.4000,0.2000
ENG-TXT-27.txt-PORT-TXT-5.txt,0.4000,0.2000
ENG-TXT-27.txt-ITA-TXT-9.txt,0.4000,0.2000
ENG-TXT-27.txt-GER-TXT-29.txt,0.4000,0.2000
ENG-TXT-27.txt-PORT-TXT-26.txt,0.4000,0.2000
ENG-TXT-27.txt-GER-TXT-1.txt,0.4000,0.2000
ENG-TXT-27.txt-ENG-TXT-30.txt,0.4000,0.2000
ENG-TXT-27.txt-FRA-TXT-15.txt,0.4000,0.2000
ENG-TXT-27.txt-ENG-TXT-8.txt,0.4000,0.2000
ENG-TXT-10.txt-ENG-TXT-27.txt,0.4000,0.2000
ENG-TXT-17.txt-ENG-TXT-27.txt,0.4000,0.2000
ENG-TXT-18.txt-ENG-TXT-27.txt,0.4000,0.2000
ENG-TXT-27.txt-PORT-TXT-4.txt,0.4000,0.2000
ENG-TXT-27.txt-ITA-TXT-22.txt,0.4000,0.2000
ENG-TXT-27.txt-FRA-TXT-30.txt,0.4000,0.2000
ENG-TXT-27.txt-FRA-TXT-5.txt,0.4000,0.2000
FRA-TXT-2.txt-FRA-TXT-6.txt,0.4000,0.2000
FRA-TXT-2.txt-PORT-TXT-25.txt,0.4000,0.2000
FRA-TXT-2.txt-PORT-TXT-21.txt,0.4000,0.2000
FRA-TXT-2.txt-GER-TXT-29.txt,0.4000,0.2000
FRA-TXT-2.txt-GER-TXT-1.txt,0.4000,0.2000
ENG-TXT-30.txt-FRA-TXT-2.txt,0.4000,0.2000
FRA-TXT-2.txt-GER-TXT-5.txt,0.4000,0.2000
FRA-TXT-2.txt-FRA-TXT-8.txt,0.4000,0.2000
ENG-TXT-18.txt-FRA-TXT-2.txt,0.4000,0.2000
FRA-TXT-18.txt-FRA-TXT-2.txt,0.4000,0.2000
FRA-TXT-2.txt-ITA-TXT-28.txt,0.4000,0.2000
FRA-TXT-4.txt-FRA-TXT-6.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-5.txt,0.4000,0.2000
FRA-TXT-4.txt-GER-TXT-16.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-25.txt,0.4000,0.2000
FRA-TXT-4.txt-ITA-TXT-9.txt,0.4000,0.2000
ENG-TXT-14.txt-FRA-TXT-4.txt,0.4000,0.2000
FRA-TXT-4.txt-ITA-TXT-26.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-26.txt,0.4000,0.2000
FRA-TXT-4.txt-GER-TXT-1.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-27.txt,0.4000,0.2000
FRA-TXT-15.txt-FRA-TXT-4.txt,0.4000,0.2000
ENG-TXT-10.txt-FRA-TXT-4.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-30.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-14.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-12.txt,0.4000,0.2000
FRA-TXT-4.txt-FRA-TXT-8.txt,0.4000,0.2000
ENG-TXT-18.txt-FRA-TXT-4.txt,0.4000,0.2000
FRA-TXT-18.txt-FRA-TXT-4.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-4.txt,0.4000,0.2000
FRA-TXT-4.txt-PORT-TXT-10.txt,0.4000,0.2000
FRA-TXT-4.txt-GER-TXT-10.txt,0.4000,0.2000
FRA-TXT-6.txt-PORT-TXT-17.txt,0.4000,0.2000
FRA-TXT-6.txt-PORT-TXT-3.txt,0.4000,0.2000
FRA-TXT-6.txt-PORT-TXT-25.txt,0.4000,0.2000
FRA-TXT-6.txt-GER-TXT-19.txt,0.4000,0.2000
FRA-TXT-6.txt-ITA-TXT-9.txt,0.4000,0.2000
ENG-TXT-14.txt-FRA-TXT-6.txt,0.4000,0.2000
FRA-TXT-6.txt-GER-TXT-29.txt,0.4000,0.2000
FRA-TXT-6.txt-PORT-TXT-2.txt,0.4000,0.2000
ENG-TXT-30.txt-FRA-TXT-6.txt,0.4000,0.2000
FRA-TXT-6.txt-GER-TXT-5.txt,0.4000,0.2000
FRA-TXT-23.txt-FRA-TXT-6.txt,0.4000,0.2000
ENG-TXT-10.txt-FRA-TXT-6.txt,0.4000,0.2000
ENG-TXT-17.txt-FRA-TXT-6.txt,0.4000,0.2000
FRA-TXT-6.txt-PORT-TXT-12.txt,0.4000,0.2000
FRA-TXT-1.txt-FRA-TXT-6.txt,0.4000,0.2000
ENG-TXT-18.txt-FRA-TXT-6.txt,0.4000,0.2000
ENG-TXT-15.txt-FRA-TXT-6.txt,0.4000,0.2000
FRA-TXT-6.txt-ITA-TXT-13.txt,0.4000,0.2000
FRA-TXT-6.txt-ITA-TXT-28.txt,0.4000,0.2000
FRA-TXT-6.txt-PORT-TXT-4.txt,0.4000,0.2000
FRA-TXT-6.txt-ITA-TXT-22.txt,0.4000,0.2000
FRA-TXT-6.txt-GER-TXT-10.txt,0.4000,0.2000
PORT-TXT-17.txt-PORT-TXT-5.txt,0.4000,0.2000
PORT-TXT-17.txt-PORT-TXT-25.txt,0.4000,0.2000
ITA-TXT-9.txt-PORT-TXT-17.txt,0.4000,0.2000
GER-TXT-29.txt-PORT-TXT-17.txt,0.4000,0.2000
PORT-TXT-17.txt-PORT-TXT-26.txt,0.4000,0.2000
GER-TXT-1.txt-PORT-TXT-17.txt,0.4000,0.2000
ENG-TXT-10.txt-PORT-TXT-17.txt,0.4000,0.2000
PORT-TXT-14.txt-PORT-TXT-17.txt,0.4000,0.2000
ENG-TXT-17.txt-PORT-TXT-17.txt,0.4000,0.2000
FRA-TXT-27.txt-PORT-TXT-17.txt,0.4000,0.2000
FRA-TXT-18.txt-PORT-TXT-17.txt,0.4000,0.2000
PORT-TXT-17.txt-PORT-TXT-4.txt,0.4000,0.2000
ITA-TXT-22.txt-PORT-TXT-17.txt,0.4000,0.2000
GER-TXT-10.txt-PORT-TXT-17.txt,0.4000,0.2000
FRA-TXT-5.txt-PORT-TXT-17.txt,0.4000,0.2000
FRA-TXT-12.txt-FRA-TXT-23.txt,0.4000,0.2000
PORT-TXT-27.txt-PORT-TXT-3.txt,0.4000,0.2000
FRA-TXT-23.txt-PORT-TXT-3.txt,0.4000,0.2000
ENG-TXT-10.txt-PORT-TXT-3.txt,0.4000,0.2000
ENG-TXT-17.txt-PORT-TXT-3.txt,0.4000,0.2000
PORT-TXT-12.txt-PORT-TXT-3.txt,0.4000,0.2000
FRA-TXT-8.txt-PORT-TXT-3.txt,0.4000,0.2000
ENG-TXT-15.txt-PORT-TXT-3.txt,0.4000,0.2000
FRA-TXT-30.txt-PORT-TXT-3.txt,0.4000,0.2000
PORT-TXT-29.txt-PORT-TXT-5.txt,0.4000,0.2000
ENG-TXT-14.txt-PORT-TXT-5.txt,0.4000,0.2000
GER-TXT-29.txt-PORT-TXT-5.txt,0.4000,0.2000
PORT-TXT-2.txt-PORT-TXT-5.txt,0.4000,0.2000
ENG-TXT-30.txt-PORT-TXT-5.txt,0.4000,0.2000
FRA-TXT-15.txt-PORT-TXT-5.txt,0.4000,0.2000
ENG-TXT-8.txt-PORT-TXT-5.txt,0.4000,0.2000
ENG-TXT-10.txt-PORT-TXT-5.txt,0.4000,0.2000
ITA-TXT-7.txt-PORT-TXT-5.txt,0.4000,0.2000
PORT-TXT-14.txt-PORT-TXT-5.txt,0.4000,0.2000
FRA-TXT-27.txt-PORT-TXT-5.txt,0.4000,0.2000
ENG-TXT-18.txt-PORT-TXT-5.txt,0.4000,0.2000
ITA-TXT-5.txt-PORT-TXT-5.txt,0.4000,0.2000
FRA-TXT-18.txt-PORT-TXT-5.txt,0.4000,0.2000
ITA-TXT-13.txt-PORT-TXT-5.txt,0.4000,0.2000
ITA-TXT-22.txt-PORT-TXT-5.txt,0.4000,0.2000
ITA-TXT-12.txt-PORT-TXT-5.txt,0.4000,0.2000
PORT-TXT-10.txt-PORT-TXT-5.txt,0.4000,0.2000
GER-TXT-10.txt-PORT-TXT-5.txt,0.4000,0.2000
GER-TXT-16.txt-PORT-TXT-27.txt,0.4000,0.2000
GER-TXT-16.txt-PORT-TXT-30.txt,0.4000,0.2000
ENG-TXT-17.txt-GER-TXT-16.txt,0.4000,0.2000
GER-TXT-16.txt-PORT-TXT-12.txt,0.4000,0.2000
FRA-TXT-8.txt-GER-TXT-16.txt,0.4000,0.2000
GER-TXT-10.txt-GER-TXT-16.txt,0.4000,0.2000
PORT-TXT-21.txt-PORT-TXT-25.txt,0.4000,0.2000
PORT-TXT-25.txt-PORT-TXT-29.txt,0.4000,0.2000
ENG-TXT-14.txt-PORT-TXT-25.txt,0.4000,0.2000
GER-TXT-29.txt-PORT-TXT-25.txt,0.4000,0.2000
PORT-TXT-2.txt-PORT-TXT-25.txt,0.4000,0.2000
PORT-TXT-25.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-30.txt-PORT-TXT-25.txt,0.4000,0.2000
FRA-TXT-15.txt-PORT-TXT-25.txt,0.4000,0.2000
ENG-TXT-8.txt-PORT-TXT-25.txt,0.4000,0.2000
ENG-TXT-10.txt-PORT-TXT-25.txt,0.4000,0.2000
ITA-TXT-7.txt-PORT-TXT-25.txt,0.4000,0.2000
FRA-TXT-1.txt-PORT-TXT-25.txt,0.4000,0.2000
ENG-TXT-15.txt-PORT-TXT-25.txt,0.4000,0.2000
ITA-TXT-5.txt-PORT-TXT-25.txt,0.4000,0.2000
FRA-TXT-18.txt-PORT-TXT-25.txt,0.4000,0.2000
ITA-TXT-13.txt-PORT-TXT-25.txt,0.4000,0.2000
PORT-TXT-25.txt-PORT-TXT-4.txt,0.4000,0.2000
GER-TXT-10.txt-PORT-TXT-25.txt,0.4000,0.2000
FRA-TXT-5.txt-PORT-TXT-25.txt,0.4000,0.2000
GER-TXT-19.txt-ITA-TXT-9.txt,0.4000,0.2000
ENG-TXT-14.txt-GER-TXT-19.txt,0.4000,0.2000
GER-TXT-19.txt-GER-TXT-29.txt,0.4000,0.2000
GER-TXT-19.txt-PORT-TXT-27.txt,0.4000,0.2000
GER-TXT-19.txt-GER-TXT-5.txt,0.4000,0.2000
ENG-TXT-8.txt-GER-TXT-19.txt,0.4000,0.2000
ENG-TXT-10.txt-GER-TXT-19.txt,0.4000,0.2000
FRA-TXT-8.txt-GER-TXT-19.txt,0.4000,0.2000
FRA-TXT-27.txt-GER-TXT-19.txt,0.4000,0.2000
ENG-TXT-18.txt-GER-TXT-19.txt,0.4000,0.2000
ENG-TXT-15.txt-GER-TXT-19.txt,0.4000,0.2000
GER-TXT-19.txt-ITA-TXT-28.txt,0.4000,0.2000
GER-TXT-19.txt-PORT-TXT-4.txt,0.4000,0.2000
GER-TXT-19.txt-ITA-TXT-12.txt,0.4000,0.2000
FRA-TXT-30.txt-GER-TXT-19.txt,0.4000,0.2000
PORT-TXT-21.txt-PORT-TXT-27.txt,0.4000,0.2000
PORT-TXT-21.txt-PORT-TXT-8.txt,0.4000,0.2000
FRA-TXT-1.txt-PORT-TXT-21.txt,0.4000,0.2000
FRA-TXT-18.txt-PORT-TXT-21.txt,0.4000,0.2000
GER-TXT-10.txt-PORT-TXT-21.txt,0.4000,0.2000
ITA-TXT-9.txt-PORT-TXT-29.txt,0.4000,0.2000
GER-TXT-29.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-9.txt-PORT-TXT-27.txt,0.4000,0.2000
FRA-TXT-15.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-7.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-9.txt-PORT-TXT-14.txt,0.4000,0.2000
ENG-TXT-17.txt-ITA-TXT-9.txt,0.4000,0.2000
ENG-TXT-15.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-5.txt-ITA-TXT-9.txt,0.4000,0.2000
FRA-TXT-18.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-28.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-22.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-12.txt-ITA-TXT-9.txt,0.4000,0.2000
ITA-TXT-9.txt-PORT-TXT-10.txt,0.4000,0.2000
GER-TXT-10.txt-ITA-TXT-9.txt,0.4000,0.2000
PORT-TXT-2.txt-PORT-TXT-29.txt,0.4000,0.2000
GER-TXT-1.txt-PORT-TXT-29.txt,0.4000,0.2000
GER-TXT-5.txt-PORT-TXT-29.txt,0.4000,0.2000
ITA-TXT-5.txt-PORT-TXT-29.txt,0.4000,0.2000
ITA-TXT-13.txt-PORT-TXT-29.txt,0.4000,0.2000
FRA-TXT-5.txt-PORT-TXT-29.txt,0.4000,0.2000
ENG-TXT-14.txt-GER-TXT-29.txt,0.4000,0.2000
ENG-TXT-14.txt-PORT-TXT-2.txt,0.4000,0.2000
ENG-TXT-14.txt-PORT-TXT-26.txt,0.4000,0.2000
ENG-TXT-14.txt-ENG-TXT-30.txt,0.4000,0.2000
ENG-TXT-14.txt-GER-TXT-5.txt,0.4000,0.2000
ENG-TXT-14.txt-FRA-TXT-15.txt,0.4000,0.2000
ENG-TXT-14.txt-ENG-TXT-8.txt,0.4000,0.2000
ENG-TXT-10.txt-ENG-TXT-14.txt,0.4000,0.2000
ENG-TXT-14.txt-ITA-TXT-7.txt,0.4000,0.2000
ENG-TXT-14.txt-ENG-TXT-17.txt,0.4000,0.2000
ENG-TXT-14.txt-FRA-TXT-27.txt,0.4000,0.2000
ENG-TXT-14.txt-GER-TXT-12.txt,0.4000,0.2000
ENG-TXT-14.txt-ENG-TXT-15.txt,0.4000,0.2000
ENG-TXT-14.txt-ITA-TXT-13.txt,0.4000,0.2000
ENG-TXT-14.txt-ENG-TXT-6.txt,0.4000,0.2000
ENG-TXT-14.txt-PORT-TXT-4.txt,0.4000,0.2000
ENG-TXT-14.txt-ITA-TXT-12.txt,0.4000,0.2000
ENG-TXT-14.txt-FRA-TXT-5.txt,0.4000,0.2000
GER-TXT-29.txt-ITA-TXT-26.txt,0.4000,0.2000
GER-TXT-29.txt-PORT-TXT-26.txt,0.4000,0.2000
GER-TXT-29.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-30.txt-GER-TXT-29.txt,0.4000,0.2000
GER-TXT-29.txt-GER-TXT-5.txt,0.4000,0.2000
FRA-TXT-1.txt-GER-TXT-29.txt,0.4000,0.2000
FRA-TXT-8.txt-GER-TXT-29.txt,0.4000,0.2000
FRA-TXT-27.txt-GER-TXT-29.txt,0.4000,0.2000
ENG-TXT-18.txt-GER-TXT-29.txt,0.4000,0.2000
GER-TXT-12.txt-GER-TXT-29.txt,0.4000,0.2000
ENG-TXT-15.txt-GER-TXT-29.txt,0.4000,0.2000
FRA-TXT-18.txt-GER-TXT-29.txt,0.4000,0.2000
GER-TXT-29.txt-ITA-TXT-22.txt,0.4000,0.2000
GER-TXT-29.txt-PORT-TXT-10.txt,0.4000,0.2000
GER-TXT-28.txt-GER-TXT-29.txt,0.4000,0.2000
FRA-TXT-5.txt-GER-TXT-29.txt,0.4000,0.2000
PORT-TXT-2.txt-PORT-TXT-27.txt,0.4000,0.2000
ENG-TXT-30.txt-PORT-TXT-2.txt,0.4000,0.2000
GER-TXT-5.txt-PORT-TXT-2.txt,0.4000,0.2000
ENG-TXT-8.txt-PORT-TXT-2.txt,0.4000,0.2000
FRA-TXT-27.txt-PORT-TXT-2.txt,0.4000,0.2000
ENG-TXT-18.txt-PORT-TXT-2.txt,0.4000,0.2000
ITA-TXT-5.txt-PORT-TXT-2.txt,0.4000,0.2000
ITA-TXT-28.txt-PORT-TXT-2.txt,0.4000,0.2000
FRA-TXT-30.txt-PORT-TXT-2.txt,0.4000,0.2000
FRA-TXT-5.txt-PORT-TXT-2.txt,0.4000,0.2000
ENG-TXT-17.txt-ITA-TXT-26.txt,0.4000,0.2000
GER-TXT-5.txt-PORT-TXT-26.txt,0.4000,0.2000
FRA-TXT-15.txt-PORT-TXT-26.txt,0.4000,0.2000
ENG-TXT-10.txt-PORT-TXT-26.txt,0.4000,0.2000
ITA-TXT-7.txt-PORT-TXT-26.txt,0.4000,0.2000
PORT-TXT-14.txt-PORT-TXT-26.txt,0.4000,0.2000
FRA-TXT-27.txt-PORT-TXT-26.txt,0.4000,0.2000
ITA-TXT-22.txt-PORT-TXT-26.txt,0.4000,0.2000
ITA-TXT-12.txt-PORT-TXT-26.txt,0.4000,0.2000
FRA-TXT-5.txt-PORT-TXT-26.txt,0.4000,0.2000
FRA-TXT-15.txt-GER-TXT-1.txt,0.4000,0.2000
GER-TXT-1.txt-ITA-TXT-7.txt,0.4000,0.2000
GER-TXT-1.txt-PORT-TXT-14.txt,0.4000,0.2000
ENG-TXT-17.txt-GER-TXT-1.txt,0.4000,0.2000
FRA-TXT-1.txt-GER-TXT-1.txt,0.4000,0.2000
